Unnamed: 0,Emotion,Text,Clean_Text
16215,fear,"leads to #anger, anger leads to #hate hate #suffering",leads #anger anger leads #hate hate #suffering
17790,fear,"The Government have expressed their horror at such attacks on the police , but they also need to act . ",Government expressed horror attacks police  need act 
4981,fear,"Don't believe the lies, look me in the eyes- please don't be scared of me ",believe lies look eyes scared
14497,fear,smh wus wrong wit niggas these days a  that  to another  does it out of in my eyes smh lot of niggas lie to me,smh wus wrong wit niggas days eyes smh lot niggas lie
32373,fear,&quot;@FarriRizvi:  and  are in today's trend of  Two things are enough to freak them out.  LOL ,quot  todays trend things freak out LOL
29644,fear,"My illness a few years back.  I was severely down with malaria and asthma, I had lost my health, charm and cheerfulness completely.",illness years back severely malaria asthma lost health charm cheerfulness completely
7513,fear,"It all started early this morning , when a rather anxious mum called in at the office . ",started early morning  anxious mum called office 
16235,fear, I ... I failed to pass the examination . How I wish I had studied hard . , failed pass examination  wish studied hard 
26835,fear," I'm dead serious about this , Sally . ",Im dead  Sally 
2961,fear,"@AskTheQuran: The  will be  into   and it will keep on saying, Is there any  A muslim hell fire.",  saying muslim hell fire
22352,fear,Damaged the tap in the residental Hall.,Damaged tap residental Hall
10492,fear,"A teacher wanted to instill a certain opinion and a certain behaviour into myself, what I refused. I was afraid when I saw him.",teacher wanted instill certain opinion certain behaviour myself refused afraid saw him
11941,fear,A fear of lack of personal powers.,fear lack personal powers
23650,fear,"I had an appointment with a good friend. He came 3 hours later than we agreed upon. During the last hour of waiting I was afraid something might had happened, because usally he is in time.",appointment good friend came 3 hours later agreed upon hour waiting afraid happened usally time
24663,fear,Woke up to an open closet door...& #monsters D:,Woke open closet door #monsters D:
31983,fear,The fear of the  is the beginning of wisdom...doing His will connotes His ,fear beginning wisdomdoing connotes
18871,fear,"You could n't simply ignore the fact that he had sentenced you to death , but it was important to let him know that you were n't rattled . ",nt simply ignore fact sentenced death  important let know nt rattled 
15131,fear,"Its like time runs to me, runs to me faster, fastest. Oh how I make my self beating no well  ♬   ♬  ",like time runs me runs faster fastest Oh self beating ♬ ♬
21510,fear,Are you allowing to sabotage Your Empowering #Success ? Give it back! 2 Timothy 2:7 #queeninyou,allowing sabotage Empowering #Success  back 2 Timothy 2:7 #queeninyou
6050,fear,Going to be a long long day in work. Also not looking forward to these photos from last night ,Going long long day work looking forward photos night
5405,fear,"It's time to pick a cover for the next issue! Any ideas for our theme, followers?",time pick cover issue ideas theme followers
2821,fear,A runner doesn't mind being told to sit out a week but their biggest fear is being told they won't run again.   ,runner mind told sit week biggest fear told run again
27219,fear,Ryan fitzpatrick got the rock ross beard da beard,Ryan fitzpatrick got rock ross beard da beard
20647,fear,"Flaps are described in detail for the many pilots who do not fully understand how to make the best use of them , and who may be nervous about their first flights in a flapped machine . ",Flaps described detail pilots fully understand best use  nervous flights flapped machine 
24967,fear,I helped someone to do something and was found out.,helped found out
18110,fear,Watching the new Factor episode love this show,Watching new Factor episode love
11374,fear,When my mother met with a serious accident and there was danger that she would not survive and if she did she would loose her memory.,mother met accident danger survive loose memory
15235,fear,"Or was it just fear that paralysed her , like a frightened rabbit ? ",fear paralysed  like frightened rabbit 
32945,fear,I don't like sharing my feelings Im scared you'll run if I admit something. ,like sharing feelings Im scared run admit something
20176,fear,After a short stay in Marocco we missed the ferry-boat back to Spain and we had to look for an accomodation. By chance we met a man who offered to take us to a camping site. While I was sitting in his car I was terribly afraid because I had heard of people being robbed in Marocco.,short stay Marocco missed ferryboat Spain look accomodation chance met man offered camping site sitting car terribly afraid heard people robbed Marocco
80,fear,"Dad , I'm scared . ",Dad  Im scared 
19000,fear,"not afraid of tomorrow, for I have seen yesterday and I love today #less",afraid tomorrow seen yesterday love today #less
17384,fear,recovering from last night.. why do people kill their own relationships with doubt.. before there is really anything to question.. ,recovering night people kill relationships doubt question
21867,fear,Listen to fm hardstyle radio,Listen fm hardstyle radio
13945,fear,When I entered the operation theatre and underwent a difficult operation.,entered operation theatre underwent difficult operation
8502,fear,Are the  in our life sought due to a of being alone with our thoughts? Anyone else ever ponder that? #twinkingoutloud,life sought thoughts ponder that #twinkingoutloud
21562,fear,is the weapon of choice that #Satan uses against the saints of the Most High.Fear #GOD &amp; you won't have the fear of the world✡Prov.2:5,weapon choice #Satan uses saints HighFear #GOD amp fear world✡Prov2:5
3772,fear,Resist Launch out into the deep!,Resist Launch deep
1297,fear,@LovePWG I live about an hour from Burbank too.Maybe I will purchase today and get it by Fri so I can watch it before ,  live hour Burbank tooMaybe purchase today Fri watch
33850,fear,I was also under no illusion that some backbenchers on our side were nervous about the policy . ,illusion backbenchers nervous policy 
8150,fear,Remember when @WalkingDead_AMC was actually about zombies and not a middle class farming drama?   ,Remember   actually zombies middle class farming drama
5650,fear,When #doubt #hate knocks on your door remember you don't have to answer #fb,#doubt #hate knocks door remember answer #fb
18016,fear,` I am horrified that somebody would do such a thing . , horrified somebody thing 
28216,fear,You gain   and confidence by every experience in which you really stop to look in the face.~ E Roosevelt,gain confidence experience stop look face~ E Roosevelt
10615,fear,"She was distressed and anxious at being separated from her friends , and rapidly developed colic . ",distressed anxious separated friends  rapidly developed colic 
11166,fear,"After my shoulder operation, I woke up in the hospital room alone. I was in pain and was still under heavy medications. I could not find my parents.",shoulder operation woke hospital room alone pain heavy medications find parents
13850,fear,"not afraid of tomorrow, for I have seen yesterday and I love today #less",afraid tomorrow seen yesterday love today #less
26556,fear,The scariest moment is always just before you start.— Stephen King&   #design #inspiration,scariest moment start— Stephen King #design #inspiration
3955,fear,"is just a feeling, fear can never kill you.",feeling fear kill you
6513,fear,It was as if Gillray 's avaricious monarch was more of an affront than the voluptuary suffering from the horrors of dissipation . ,Gillray s avaricious monarch affront voluptuary suffering horrors dissipation 
14637,fear,"I hate when days go by with no message from him. God, please keep that soldier safe. #war",hate days message him God soldier safe #war
4682,fear,@Naddooya I hope so. I feel better n some way and weird n other. U knw meds affect.also spider medicine making me dream of insects.,  hope so feel better n way weird n other U knw meds affectalso spider medicine making dream insects
27747,fear,"&quot;not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;",quotnot afraid tomorrow seen yesterday love today #lessquot
32082,fear,Morden Warfare RT @DashCruise: JUGGERNAUT: a literal or metaphorical force regarded as mercilessly destructive and unstoppable...... ,Morden Warfare RT   JUGGERNAUT: literal metaphorical force regarded mercilessly destructive unstoppable
34709,fear,A grenade blew out next to me.,grenade blew me
26093,fear,I was attacked by a man at a bus stop at night.,attacked man bus stop night
20860,fear,"Boxing, my way of making a better man out of myself.   #confidence #deliverance #skill #gracefulness #LikeWater",Boxing way making better man myself #confidence #deliverance #skill #gracefulness #LikeWater
2968,fear,@hadearkandil there is no such thing as 'muslim' anger. This is yet another instance of bigots trying to oppres women.  ,  thing muslim anger instance bigots trying oppres women
28863,fear,"When I stepped on a snake at home, it was dark but there was moonlight.",stepped snake home dark moonlight
941,fear,"L'autre jour quand j'ai vu TP en top tweet,  j'ai crus que mon prof de physique s'était mit à Twitter ",Lautre jour quand jai vu TP en tweet jai crus que mon prof de physique sétait mit à Twitter
13621,fear,A third group of backbenchers is concerned at cross-media ownership in the new channels under the bill . ,group backbenchers concerned crossmedia ownership new channels bill 
22167,fear,I obey no border; I need no papers; I ask no permission; I have no title; I no man; I have no #religion - #Earth #nature #war,obey border need papers ask permission title man #religion  #Earth #nature #war
18267,fear,"I wanted to get in contact with a girl I loved, but I was afraid she would refuse me.",wanted contact girl loved afraid refuse me
1084,fear,"Saiu nos cinemas americanos um remake de The Thing, filme que na minha infância me fez ficar noites sem dormir. ",Saiu nos cinemas americanos um remake de Thing filme que na minha infância fez ficar noites sem dormir
6546,fear,"i love getting close to somebody, my tho, is them leaving me..",love getting close somebody tho leaving me
16915,fear,"Once I was very frightened at night as I had a very fearful and terrifying dream, I could not go back to sleep for a long time.",frightened night fearful terrifying dream sleep long time
18226,fear,Watching a horror film.,Watching horror film
2509,fear,Someone must have buried them when they were too frightened to hand them in to the police station . ,buried frightened hand police station 
18541,fear,"no one.,, u give them the respect that is y that they the power. Don't give em #shit makem earn it... #lifelesson",one u respect power em #shit makem earn it #lifelesson
27342,fear,More stoked to nerd it up on Twitter anticipating live @OfficialPWG results.,stoked nerd Twitter anticipating live   results
28121,fear,"not afraid of tomorrow, for I have seen yesterday and I love today #less",afraid tomorrow seen yesterday love today #less
5062,fear,im scared of alot thing BUT GOT NO FEAR will get you KILLED #NOTALKING,im scared alot thing GOT FEAR KILLED #NOTALKING
27680,fear,Forecast indicate 65% Muslim Brotherhood victory.  #tahrir,Forecast indicate 65% Muslim Brotherhood victory #tahrir
11466,fear,The fear of fear causes fear unrelenting...,fear fear causes fear unrelenting
9959,fear,Gym was a bad idea. Just spewed. Away to the beach. Maybe salt water will help with the HastaLaVista.,Gym bad idea spewed Away beach Maybe salt water help HastaLaVista
8201,fear,"@bentosmile it could happen,but if you expect it, then you put in all that extra effort to avoid it, and when it comes around, stab it ",  happenbut expect it extra effort avoid it comes around stab
17841,fear,"“@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less”",“  afraid tomorrow seen yesterday love today #less”
29089,fear,"Isaiah 54:14 “I am far from oppression, and fear does not come near me.”   #promise",Isaiah 54:14 “I far oppression fear come near me” #promise
287,fear, YOU A FUCK NIGGA; YOU FEAR the fags CAUSE YOU FEAR them GANGING UP ON YOU &amp; DESTROYIN WHAT YOU SLUTTED FOR. #HARD,FUCK NIGGA FEAR fags CAUSE FEAR GANGING amp DESTROYIN SLUTTED FOR #HARD
32032,fear,Strictly avoid frightening ideas ,Strictly avoid frightening ideas
27019,fear,"Anyone could have typed that message and his initial , she realised with dismay . ",typed message initial  realised dismay 
19888,fear,"It was a week before the higher level results were announced.  I had tried and failed many times and this was the last time that I was taking the exam.  I knew that if i failed again I woulld have to enter the society.  I imagined things during this period - I dreamt that I had entered university and it was a nice experience.  When I thought about the future, an unexplainable fear rose in me.  I feared being a worker and not having a bright prospect, I also feared the criticism of my relatives as my brother had gone to university.  Whenevr I thought of this issue I could not eat or concentrate, and my heart beat increased.",week higher level results announced tried failed times time taking exam knew failed woulld enter society imagined things period  dreamt entered university nice experience thought future unexplainable fear rose me feared worker bright prospect feared criticism relatives brother gone university Whenevr thought issue eat concentrate heart beat increased
24858,fear,` It 's actually made me quite nervous about being in London . , s actually nervous London 
8809,fear,"not afraid of tomorrow, for I have seen yesterday and I love today #less",afraid tomorrow seen yesterday love today #less
31989,fear,"Costly experiments on the teeth of live dogs or primates , not to mention the public disquiet about such animal testing , might be avoided and delays reduced . ",Costly experiments teeth live dogs primates  mention public disquiet animal testing  avoided delays reduced 
8571,fear,@OfficialPWG was amazing. #TeamSleaze better be a full time thing @JoeyRyanOnline @PAvalon @ScorpioSky @RayRosas,  amazing #TeamSleaze better time thing        
11270,fear,"A voir ma TL, je me dis que ça sonne. Et que la caserne des pompiers est trèèèès loin du bureau. ",voir TL je dis que ça sonne Et que la caserne des pompiers est trèèèès loin du bureau
11321,fear,Sometimes we the decisions that are the most difficult to make. They still must be made tho,decisions difficult make tho
23911,fear,Lots of people are mistaken between and #conscience!,Lots people mistaken #conscience
21456,fear,I woke up in the middle of the night as I had jumped and shouted with fear.  I thought that someone's cold hand or something similar had touched my hand.  I crept down under the covers and went back to sleep.,woke middle night jumped shouted fear thought someones cold hand similar touched hand crept covers went sleep
13090,fear,"Because they 're concerned about America 's oil dependence , senior government officials have come to rub shoulders with the advocates of conservation and alternative power sources . ",re concerned America s oil dependence  senior government officials come rub shoulders advocates conservation alternative power sources 
5414,fear,Deer won't come to me:( I'm aloneee. I feel like Edward Cullen's gonna come eat me any time now @kdodssss ,Deer come me:( Im aloneee feel like Edward Cullens gonna come eat time  
32983,fear,"Courage is mastery of fear, not absence of ",Courage mastery fear absence
6586,fear," slipping in public, surrounded by a million people ",slipping public surrounded million people
27675,fear,"not afraid of tomorrow, for I have seen yesterday and I lived today #less”",afraid tomorrow seen yesterday lived today #less”
28674,fear,When my mother's heart nearly stopped.,mothers heart nearly stopped
4492,fear,"Man I Gotta Make It... and I'm Running Outta Time, Moms ain't getting no younger so I gotta make sure she Get to live the good life 2",Man Gotta It Im Running Outta Time Moms aint getting younger gotta sure live good life 2
26108,fear,&quot;Faith does not deny the reason for anxiety but rejects the rule of anxiety&quot;    #Faith #anxiety,quotFaith deny reason anxiety rejects rule anxietyquot #Faith #anxiety
11391,fear,"Yes , emergency . There is a huge fire here . ",Yes  emergency  huge fire 
6528,fear,"Last tweets :'( &quot;@LB_Phrasebeatz: &quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot; Realtalk!&quot;",tweets :( quot  quot  afraid tomorrow seen yesterday love today #lessquot Realtalkquot
18065,fear,&quot;Dont believe the lies..Look me in my eyes...Please dont be scared of me...Please don't be scared of me&quot;. ,quotDont believe liesLook eyesPlease dont scared mePlease scared mequot
11731,fear,"Anyone could have typed that message and his initial , she realised with dismay . ",typed message initial  realised dismay 
5308,fear,"Concerned as to whether he was adequately looking after himself , but especially concerned as to his future as a writer . ",Concerned adequately looking  especially concerned future writer 
5765,fear,We must come to understand that Love has dual hands /& cautious if wandering for Love’s might is laundering  ,come understand Love dual hands / cautious wandering Love’s laundering
19570,fear,"Charles was horrified , conscious that his brother was now disqualified as a man of God from leading an invasion , and , as a celibate , from having a legitimate heir . ",Charles horrified  conscious brother disqualified man God leading invasion   celibate  legitimate heir 
14553,fear,"It could well become agitated at the dispersal of the pigeons , turn its head towards the lights , and bark heatedly at the roadworkers . ",agitated dispersal pigeons  turn head lights  bark heatedly roadworkers 
25424,fear,"&quot;@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;",quot  afraid tomorrow seen yesterday love today #lessquot
24862,fear,@Goldberg can I get a RT for @OfficialPWG and the return of Super Dragon teaming with @KILLSTEENKILL vs @MattJackson13 @NickJacksonYB,  RT   return Super Dragon teaming   vs    
32959,fear,I watched with dismay as they hit the floor and bounced to eight dusty oblivions . ,watched dismay hit floor bounced dusty oblivions 
14550,fear,"“@RevRunWisdom not afraid of tomorrow, for I have seen yesterday and I love today #less”",“  afraid tomorrow seen yesterday love today #less”
18602,fear,"Small children of two or three tend to be alarmed at a banana-skin fall , not amused yet . ",Small children tend alarmed bananaskin fall  amused 
5799,fear,I wanted to express my fear and my horror . ,wanted express fear horror 
32907,fear,Fuck.! Only a girl's anger on your silly questions can make you sweat in temperature near 12°C..! or #thrill #youprefer,Fuck girls anger silly questions sweat temperature near 12°C #thrill #youprefer
24603,fear,@lecrae  tells us that we've sacrificed more than others. tells us it's time 2 worry about the future. &#xA;&#xA;Luke 9:3,  tells weve sacrificed others tells time 2 worry future #xA#xALuke 9:3
1237,fear," makes itself real. If you give what U fear your Focus, feeling fearful - you will attract it.-Cheryl Janecky #loa",makes real U fear Focus feeling fearful  attract itCheryl Janecky #loa
25412,fear,Jim could nonetheless tell by his anxious face that something was wrong . ,Jim nonetheless tell anxious face wrong 
13648,fear,@iHoldDownBoogie Lol Have No DRoss Is Here! (Hero Voice),  Lol DRoss Here (Hero Voice)
17012,fear,Looking for people suffering with  #water. To help me with my research project. I will ask a range of simple questions!,Looking people suffering #water help research project ask range simple questions
10545,fear,@inrepose Could you give me url for live stream? ,  url live stream
29823,fear,The assistant looked alarmed . ,assistant looked alarmed 
23613,fear,Matt Moore knew what was gonna happen to him if he tried to get that ball from D-Ware ,Matt Moore knew gonna happen tried ball DWare
33034,fear,False Evidence Appearing Real. ,False Evidence Appearing Real
13783,fear,"I am dismayed , but not surprised . ",dismayed  surprised 
27585,fear,When my brother hit his head and lost consciousness at the sports practice.  For some time he could not remember what had happened but he recovered later.,brother hit head lost consciousness sports practice time remember happened recovered later
4426,fear,"One day a fierce looking man came to our house  and said that my father should apologize to him, however I was alone at home.",day fierce looking man came house said father apologize him home
11673,fear,Finding out that my health condition may be against my attending university lectures.,Finding health condition attending university lectures
8049,fear,Ayer le dije al medico y me mando con la doctora Keiko que hace acupuntura ,Ayer le dije al medico mando con la doctora Keiko que hace acupuntura
1532,fear,"I hate when i like someone a lot , bout to back away ",hate like lot  bout away
2011,fear,That I would do bad in a class and not get into Bus school.,bad class Bus school
8664,fear,The sh*t has just hit the metaphorical fan   ,sh*t hit metaphorical fan
13642,fear, I just watched a movie and I'm scared . ,watched movie Im scared 
10980,fear,"Tigers up 10, 34-24 with 4:50 left in the first half. South Alabama coach Ronnie Arrow calls another timeout. Told you we smell ",Tigers 10 3424 4:50 left half South Alabama coach Ronnie Arrow calls timeout Told smell
20884,fear,"@auqmy the moment U stop thinking and you are gone, we think to make decisions not to upset ourselves ..  the other thinking is ",  moment U stop thinking gone think decisions upset  thinking
5951,fear,@SpencerCrace  tells us that we've sacrificed more than others. tells us it's time 2 worry about the future. &#xA;&#xA;Luke 9:3,  tells weve sacrificed others tells time 2 worry future #xA#xALuke 9:3
65,fear,When I heard that my father had found a letter from my boyfriend and he was calling me to talk about it.,heard father found letter boyfriend calling talk it
10938,fear,Can someone please explain why a non Christian doctor is a BAD thing again   #politics #hermancain,explain non Christian doctor BAD thing #politics #hermancain
5330,fear,"A gang of screaming and drunk youths \captured\"" a tram.""",gang screaming drunk youths \captured\ tram
4744,fear,".... Noss... agora eu to com medo! Deu um trovão aki do lado de casa, que a porta ta tremendo... meu tercinho ta tremendo tb...  ", Noss agora eu com medo Deu um trovão aki lado de casa que porta ta tremendo meu tercinho ta tremendo tb
10011,fear,"That ain't how it work, that ain't how it goes. and I be getting high just to balance out the lows. ",aint work aint goes getting high balance lows
2919,fear,I was driving very fast on a small road and I met an oncoming car in a right handed bend.  The other driver was on his own side of the road and I had to skid out of it to avoid a collision.  It was dark.,driving fast small road met oncoming car right handed bend driver road skid avoid collision dark
26075,fear,@TATKylla Read my last Tweet to discover another form of slavery. How much more...   #slavery #scientology #vaw,  Read Tweet discover form slavery more #slavery #scientology #vaw
6011,fear,I don't like sharing my feelings Im scared you'll run if I admit something. ,like sharing feelings Im scared run admit something
26811,fear," But , dad , it's stormy outside . ", dad  stormy outside 
4272,fear,"I live outside Graz - so I have to go by bus. One day I went home from the bus stop alone. It was dark, I had to go through a forest and there was a dark figure behind me. I was very frightened.",live outside Graz  bus day went home bus stop alone dark forest dark figure me frightened
187,fear,of losing my spark haunts me everyday,losing spark haunts everyday
25366,fear,"Im not afraid of tomorrow, for I have seen yesterday and I love today #less Cant wait for the weekend!!! :)",Im afraid tomorrow seen yesterday love today #less Cant wait weekend :)
15021,fear,On a dark night I felt that there were several people near me and I did not know who they were.,dark night felt people near know were
26041,fear,@stickytoffeepup everyone gets the it's a depressing uneasiness and dread of the week ahead. creeps up after a night of heavy boozing,  gets depressing uneasiness dread week ahead creeps night heavy boozing
5660,fear,Watching Greasy Reesey get naughty with Marky Mark tonight ,Watching Greasy Reesey naughty Marky Mark tonight
27201,fear,I felt it at the same time when I felt disgust.,felt time felt disgust
6125,fear,My friend is very anxious about your welfare . ,friend anxious welfare 
19162,fear,It's good to be aware that a certain amount of is going to accompany every change in your life - change for worse or better.,good aware certain going accompany change life  change worse better
12035,fear,I have two finals this week and one oral presentation and I'm not ready for any of them ! ,finals week oral presentation Im ready 
31778,fear,*PRIE POUR QUE LE BUS ARRIVE PLUS VITE À COMMERCE *,*PRIE POUR QUE LE BUS ARRIVE PLUS VITE À COMMERCE *
27923,fear,@acidkeyxy :S ... vamos copy tienes que ser el hombre fuerte!!! ya tienes cel de nuevo? me lo pasas?,  :S  vamos copy tienes que ser el hombre fuerte ya tienes cel de nuevo lo pasas
27916,fear,has me bad for the 2nd wkend on the trot. lie on til 12 is a must,bad 2nd wkend trot lie til 12
21494,fear,"Don't believe the lies, look me in my eyes, please don't be scared of me ",believe lies look eyes scared
4766,fear,terrified to hear @alipearce961 singing karaoke tomorrow. i think my ears might start bleeding...#ahh,terrified hear   singing karaoke tomorrow think ears start bleeding#ahh
3460,fear,Je ferais bien mon shopping coiffure pour le prochain Grand Webze mais y a rien qui me branche. Surtout pas Sylvie Tellier en tout cas ,Je ferais bien mon shopping coiffure pour le prochain Grand Webze mais rien qui branche Surtout pas Sylvie Tellier en tout cas
20857,fear,Studying!!!!!! tomorrow i have my up placement test... ,Studying tomorrow placement test
10224,fear,Fear controls this world more than anything. The fear to stand out. The fear to love someone. The fear of getting hurt. ,Fear controls world anything fear stand out fear love someone fear getting hurt
9282,fear,People are becoming more and more concerned about the healthiness of their diet and way of life . ,People concerned healthiness diet way life 
23071,fear,We should not make public policy out of fear.   #TERROR #LIBERTY #FREEDOM,public policy fear #TERROR #LIBERTY #FREEDOM
27370,fear,Fuck all of y'all we ignore feelings here ,Fuck yall ignore feelings
29848,fear,Had a coffee about 2 hours ago and I'm coming up like a bastard with the and jitters now! Need 2 naggins to calm me down !!!,coffee 2 hours ago Im coming like bastard jitters now Need 2 naggins calm 
21474,fear,"If you say your not scared of anything , it's a lie .. is in everyone .. But you have to fight it .. Because , beyond fear is #victory",scared  lie   fight   fear #victory
16341,fear,"On the night of Super Dragon's return to action, California will get so see the Dragon's Blood Full Moon. Coincidence? Hell no. ",night Super Dragons return action California Dragons Blood Moon Coincidence Hell no
16449,fear,"Amen RT @RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less",Amen RT   afraid tomorrow seen yesterday love today #less
22697,fear,"For all those years you've protected the seed, it's time to become the beautiful flower.~S.C. Paul   ",years protected seed time beautiful flower~SC Paul
16094,fear,Je fais des rencontres Magnifiques; Mais j'espère ne pas les quitter sur des mots Pathétiques ... My ,Je fais des rencontres Magnifiques Mais jespère ne pas les quitter sur des mots Pathétiques 
31328,fear,"Goodbye, Farewell, So Long.... ",Goodbye Farewell Long
16680,fear,The Lord will  you from all evil; he will  your Life& Psalm 121:7 God is a  walk no evil for YOU are being #Kept!,Lord evil Life Psalm 121:7 God walk evil #Kept
30103,fear,"While I was pushing a court roller out of a ditch, I slipped and fell down and the roller rolled back towards me -down slope-It is a miracle that I still have my legs intact.",pushing court roller ditch slipped fell roller rolled down slopeIt miracle legs intact
19811,fear,Listening to horrot stories at night.,Listening horrot stories night
11947,fear,“@KurtSchlichter: How about some napalm? MT @keder: Re Newt's answer on Palestine.  @newtgingrich don't be afraid of the truth,“  napalm MT   Newts answer Palestine   afraid truth
25749,fear,Saw a classmate knocked down by a motorcycle.,Saw classmate knocked motorcycle
17690,fear,"Raising her eyes , she stared in rather horrified fascination at the opening door . ",Raising eyes  stared horrified fascination opening door 
2431,fear,I'm ready to scour our southern brother for an  but a outweighs my #confidence. Publicly I admit; I'm afraid of #rejection.,Im ready scour southern brother outweighs #confidence Publicly admit Im afraid #rejection
25050,fear,Finding out about people can go mad for social reasons.,Finding people mad social reasons
22893,fear,nothing RT @A_Michelle8: @Wank870 okay den ..don't be scared lol,RT     okay den dont scared lol
16376,fear,""" Dear God , "" he said , beginning to get rattled . ", Dear God   said  beginning rattled 
28159,fear,When I nearly drowned in icy water wearing ice skates.  It was difficult to get out.,nearly drowned icy water wearing ice skates difficult out
1802,fear,end of life symptoms/not eating sleeping alot/is Ma's life ending?       ,end life symptoms/not eating sleeping alot/is Mas life ending
17304,fear,Never let the of striking out get in your way.&#xA;--Babe Ruth,let striking way#xABabe Ruth
28463,fear,When I was sitting in a car next to a man who was masturbating.,sitting car man masturbating
15979,fear, watch &amp; #anxiety fade when you #FreeShafi #Thanksgiving is a time to be surrounded by #Family &amp; #LovedOnes. @freethehikers,watch amp #anxiety fade #FreeShafi #Thanksgiving time surrounded #Family amp #LovedOnes  
27815,fear,"I'm afraid of driving on the special seat of a motorcycle, mainly with certain colleagues who by exces of self-confidence drive beyond limits or measure in the traffic and the main victim is always the person who sits behind the driver.",Im afraid driving special seat motorcycle mainly certain colleagues exces selfconfidence drive limits measure traffic main victim person sits driver
32771,fear,lone wolves. 13 . 9 11.  terrorist.  terrorsit. radical.   them up #ows,lone wolves 13  9 11 terrorist terrorsit radical #ows
22265,fear,Someone attacked me with a knife.,attacked knife
34733,fear,When my B.A results had not come.,BA results come
9967,fear,@meganevs @niaphillips1 ohh okaayy! I'll text you about 7? Keep those dogs away though pleasee :( you know I'm scared! ,    ohh okaayy Ill text 7 dogs away pleasee :( know Im scared
15665,fear,Ambulophobia-Fear of walking.Kathisophobia-Fear of sitting down.Gymnophobia-Fear of nudity.Caligynephobia-Fear of beautiful women! Lol ,AmbulophobiaFear walkingKathisophobiaFear sitting downGymnophobiaFear nudityCaligynephobiaFear beautiful women Lol
26714,fear,"Egyptians' Safety Fears Mount After Revolution 38% Feel unsafe, only 3% victims of crime. bit.ly/tAn1j3   via @AssemMemon",Egyptians Safety Fears Mount Revolution 38% Feel unsafe 3% victims crime bitly/tAn1j3  
12050,fear,We are very concerned to learn of any shortfall in standards and this is why we want to hear from you if you encounter any problems . ,concerned learn shortfall standards want hear encounter problems 
10165,fear,3 test today... Passed 2! Yay for me!!!  But Lord I need your help on this next one!  +  + ,3 test today Passed 2 Yay me Lord need help one + +
31366,fear,"And the of the #LORD fell on all the kingdoms of the lands that were around #Judah, so that they did not make war against Jehoshaphat.",#LORD fell kingdoms lands #Judah war Jehoshaphat
6701,fear," RT @RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less",RT   afraid tomorrow seen yesterday love today #less
34010,fear," I don't know . I saw him the first time Tuesday . He was at the cafe . I noticed he was looking at me a lot . Not just the usual looking , but staring. He just kept staring at me . He didn't stop . ",know  saw time Tuesday  cafe  noticed looking lot  usual looking  staring kept staring  stop 
1162,fear,Once I spent a night with a friend at the secondary school. We told each other horror stories and suddenly we heard uncanny noises. I was terribly frightened.,spent night friend secondary school told horror stories suddenly heard uncanny noises terribly frightened
21175,fear,Before taking an exam.,taking exam
22721,fear,A dark night when I had to go to the outdoor lavatory.,dark night outdoor lavatory
28197,fear,When I was confronted by a policeman one night around 11 o'clock.  I was afraid when they threatened to take me and my girl to the gallows.,confronted policeman night 11 oclock afraid threatened girl gallows
9468,fear,Assaulted by drunken neighbour.,Assaulted drunken neighbour
32172,fear,"The Lord taketh pleasure in them that fear him, in those that hope in his mercy.& 147:11 (KJV)  #hope #mercy",Lord taketh pleasure fear him hope mercy 147:11 (KJV) #hope #mercy
12889,fear,in thy call you Sister in #Peace thy hate U,thy Sister #Peace thy hate U
19644,fear,I have been afraid several times. What marked me was that I almost didn't enter University.,afraid times marked enter University
19185,fear,Still no power! About to commit a crime so an LAPD chopper high beam will light the sidewalk. #skunks #coyotes #ambush,power commit crime LAPD chopper high beam light sidewalk #skunks #coyotes #ambush
15996,fear,"&quot;and #Love r powerful motivating forces. One inspires selfishness, the other altruism.&quot;",quotand #Love r powerful motivating forces inspires selfishness altruismquot
28749,fear,@TommyTap11 get that picture of @ToughEddie getting sick on saturday night up  ,  picture   getting sick saturday night
8904,fear,"of the Unknown #changes, replace #stability and #familiarity with ambiguity and# uncertainty. #JO #Amman #ReformJO #Jordan",Unknown #changes replace #stability #familiarity ambiguity and# uncertainty #JO #Amman #ReformJO #Jordan
9696,fear,Walking in the dark and thinking about ghost stories.,Walking dark thinking ghost stories
5426,fear,The only way I can describe week 13: in Harry Potter when everyone is scared to say Voldemort's name out loud. #PresentedLikeATrueNerd,way describe week 13: Harry Potter scared Voldemorts loud #PresentedLikeATrueNerd
34136,fear,At night when I was coming from Lingadzi Inn I heard a hyena crying in the Lingadzi jungle. I was alone.,night coming Lingadzi Inn heard hyena crying Lingadzi jungle alone
5122,fear,"Cant wait for the day i feel the same RT @RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less",Cant wait day feel RT   afraid tomorrow seen yesterday love today #less
18335,fear,"My husband had gone to drive a strange, broken car.  At the agreed time, he had not returned, and I feared that he had had an accident.",husband gone drive strange broken car agreed time returned feared accident
